Entity,Code,Date,Cases,Deaths
Afghanistan,AFG,31-Dec-19,0,0
Afghanistan,AFG,1-Jan-20,0,0
Afghanistan,AFG,2-Jan-20,0,0
Afghanistan,AFG,3-Jan-20,0,0
Afghanistan,AFG,4-Jan-20,0,0
Afghanistan,AFG,5-Jan-20,0,0
Afghanistan,AFG,6-Jan-20,0,0
Afghanistan,AFG,7-Jan-20,0,0
Afghanistan,AFG,8-Jan-20,0,0
Afghanistan,AFG,9-Jan-20,0,0
Afghanistan,AFG,10-Jan-20,0,0
Afghanistan,AFG,11-Jan-20,0,0
Afghanistan,AFG,12-Jan-20,0,0
Afghanistan,AFG,13-Jan-20,0,0
Afghanistan,AFG,14-Jan-20,0,0
Afghanistan,AFG,15-Jan-20,0,0
Afghanistan,AFG,16-Jan-20,0,0
Afghanistan,AFG,17-Jan-20,0,0
Afghanistan,AFG,18-Jan-20,0,0
Afghanistan,AFG,19-Jan-20,0,0
Afghanistan,AFG,20-Jan-20,0,0
Afghanistan,AFG,21-Jan-20,0,0
Afghanistan,AFG,22-Jan-20,0,0
Afghanistan,AFG,23-Jan-20,0,0
Afghanistan,AFG,24-Jan-20,0,0
Afghanistan,AFG,25-Jan-20,0,0
Afghanistan,AFG,26-Jan-20,0,0
Afghanistan,AFG,27-Jan-20,0,0
Afghanistan,AFG,28-Jan-20,0,0
Afghanistan,AFG,29-Jan-20,0,0
Afghanistan,AFG,30-Jan-20,0,0
Afghanistan,AFG,31-Jan-20,0,0
Afghanistan,AFG,1-Feb-20,0,0
Afghanistan,AFG,2-Feb-20,0,0
Afghanistan,AFG,3-Feb-20,0,0
Afghanistan,AFG,4-Feb-20,0,0
Afghanistan,AFG,5-Feb-20,0,0
Afghanistan,AFG,6-Feb-20,0,0
Afghanistan,AFG,7-Feb-20,0,0
Afghanistan,AFG,8-Feb-20,0,0
Afghanistan,AFG,9-Feb-20,0,0
Afghanistan,AFG,10-Feb-20,0,0
Afghanistan,AFG,11-Feb-20,0,0
Afghanistan,AFG,12-Feb-20,0,0
Afghanistan,AFG,13-Feb-20,0,0
Afghanistan,AFG,14-Feb-20,0,0
Afghanistan,AFG,15-Feb-20,0,0
Afghanistan,AFG,16-Feb-20,0,0
Afghanistan,AFG,17-Feb-20,0,0
Afghanistan,AFG,18-Feb-20,0,0
Afghanistan,AFG,19-Feb-20,0,0
Afghanistan,AFG,20-Feb-20,0,0
Afghanistan,AFG,21-Feb-20,0,0
Afghanistan,AFG,22-Feb-20,0,0
Afghanistan,AFG,23-Feb-20,0,0
Afghanistan,AFG,24-Feb-20,0,0
Afghanistan,AFG,25-Feb-20,1,0
Afghanistan,AFG,26-Feb-20,0,0
Afghanistan,AFG,27-Feb-20,0,0
Afghanistan,AFG,28-Feb-20,0,0
Afghanistan,AFG,29-Feb-20,0,0
Afghanistan,AFG,1-Mar-20,0,0
Afghanistan,AFG,2-Mar-20,0,0
Afghanistan,AFG,8-Mar-20,3,0
Afghanistan,AFG,11-Mar-20,3,0
Afghanistan,AFG,15-Mar-20,3,0
Afghanistan,AFG,16-Mar-20,6,0
Afghanistan,AFG,17-Mar-20,5,0
Afghanistan,AFG,18-Mar-20,1,0
Afghanistan,AFG,19-Mar-20,0,0
Afghanistan,AFG,20-Mar-20,0,0
Afghanistan,AFG,21-Mar-20,2,0
Afghanistan,AFG,22-Mar-20,0,0
Afghanistan,AFG,23-Mar-20,10,0
Afghanistan,AFG,24-Mar-20,6,1
Afghanistan,AFG,25-Mar-20,2,0
Afghanistan,AFG,26-Mar-20,33,0
Afghanistan,AFG,27-Mar-20,0,0
Afghanistan,AFG,28-Mar-20,16,1
Afghanistan,AFG,29-Mar-20,15,1
Afghanistan,AFG,30-Mar-20,8,1
Afghanistan,AFG,31-Mar-20,27,0
Afghanistan,AFG,1-Apr-20,25,0
Afghanistan,AFG,2-Apr-20,26,0
Afghanistan,AFG,3-Apr-20,43,0
Afghanistan,AFG,4-Apr-20,0,0
Afghanistan,AFG,5-Apr-20,35,1
Afghanistan,AFG,6-Apr-20,29,2
Afghanistan,AFG,7-Apr-20,38,0
Afghanistan,AFG,8-Apr-20,30,4
Afghanistan,AFG,9-Apr-20,56,3
Afghanistan,AFG,10-Apr-20,61,1
Afghanistan,AFG,11-Apr-20,37,0
Afghanistan,AFG,12-Apr-20,34,3
Afghanistan,AFG,13-Apr-20,52,0
Afghanistan,AFG,14-Apr-20,58,3
Afghanistan,AFG,15-Apr-20,49,2
Afghanistan,AFG,16-Apr-20,70,2
Afghanistan,AFG,17-Apr-20,10,4
Afghanistan,AFG,18-Apr-20,51,1
Afghanistan,AFG,19-Apr-20,63,0
Afghanistan,AFG,20-Apr-20,88,3
Afghanistan,AFG,21-Apr-20,35,2
Afghanistan,AFG,22-Apr-20,61,1
Afghanistan,AFG,23-Apr-20,84,4
Afghanistan,AFG,24-Apr-20,105,2
Afghanistan,AFG,25-Apr-20,70,1
Afghanistan,AFG,26-Apr-20,112,4
Afghanistan,AFG,27-Apr-20,68,10
Afghanistan,AFG,28-Apr-20,172,0
Afghanistan,AFG,29-Apr-20,124,3
Afghanistan,AFG,30-Apr-20,122,0
Afghanistan,AFG,1-May-20,222,4
Afghanistan,AFG,2-May-20,164,4
Afghanistan,AFG,3-May-20,134,4
Afghanistan,AFG,4-May-20,235,13
Afghanistan,AFG,5-May-20,190,5
Afghanistan,AFG,6-May-20,330,5
Afghanistan,AFG,7-May-20,168,9
Afghanistan,AFG,8-May-20,171,2
Afghanistan,AFG,9-May-20,215,3
Afghanistan,AFG,10-May-20,255,6
Afghanistan,AFG,11-May-20,369,5
Afghanistan,AFG,12-May-20,285,2
Afghanistan,AFG,13-May-20,280,5
Afghanistan,AFG,14-May-20,259,3
Afghanistan,AFG,15-May-20,113,6
Afghanistan,AFG,16-May-20,1063,32
Afghanistan,AFG,17-May-20,0,0
Afghanistan,AFG,18-May-20,262,1
Afghanistan,AFG,19-May-20,408,4
Afghanistan,AFG,20-May-20,581,5
Afghanistan,AFG,21-May-20,492,9
Afghanistan,AFG,22-May-20,531,6
Afghanistan,AFG,23-May-20,540,12
Afghanistan,AFG,24-May-20,782,11
Afghanistan,AFG,25-May-20,584,2
Afghanistan,AFG,26-May-20,591,1
Afghanistan,AFG,27-May-20,658,1
Afghanistan,AFG,28-May-20,625,7
Afghanistan,AFG,29-May-20,580,8
Afghanistan,AFG,30-May-20,623,11
Afghanistan,AFG,31-May-20,866,3
Afghanistan,AFG,1-Jun-20,680,8
Afghanistan,AFG,2-Jun-20,545,8
Afghanistan,AFG,3-Jun-20,759,5
Afghanistan,AFG,4-Jun-20,758,24
Afghanistan,AFG,5-Jun-20,787,6
Afghanistan,AFG,6-Jun-20,915,9
Afghanistan,AFG,7-Jun-20,582,18
Afghanistan,AFG,8-Jun-20,791,30
Afghanistan,AFG,9-Jun-20,575,12
Afghanistan,AFG,10-Jun-20,542,15
Afghanistan,AFG,11-Jun-20,684,21
Afghanistan,AFG,12-Jun-20,747,21
Afghanistan,AFG,13-Jun-20,656,20
Afghanistan,AFG,14-Jun-20,556,5
Africa,,31-Dec-19,0,0
Africa,,1-Jan-20,0,0
Africa,,2-Jan-20,0,0
Africa,,3-Jan-20,0,0
Africa,,4-Jan-20,0,0
Africa,,5-Jan-20,0,0
Africa,,6-Jan-20,0,0
Africa,,7-Jan-20,0,0
Africa,,8-Jan-20,0,0
Africa,,9-Jan-20,0,0
Africa,,10-Jan-20,0,0
Africa,,11-Jan-20,0,0
Africa,,12-Jan-20,0,0
Africa,,13-Jan-20,0,0
Africa,,14-Jan-20,0,0
Africa,,15-Jan-20,0,0
Africa,,16-Jan-20,0,0
Africa,,17-Jan-20,0,0
Africa,,18-Jan-20,0,0
Africa,,19-Jan-20,0,0
Africa,,20-Jan-20,0,0
Africa,,21-Jan-20,0,0
Africa,,22-Jan-20,0,0
Africa,,23-Jan-20,0,0
Africa,,24-Jan-20,0,0
Africa,,25-Jan-20,0,0
Africa,,26-Jan-20,0,0
Africa,,27-Jan-20,0,0
Africa,,28-Jan-20,0,0
Africa,,29-Jan-20,0,0
Africa,,30-Jan-20,0,0
Africa,,31-Jan-20,0,0
Africa,,1-Feb-20,0,0
Africa,,2-Feb-20,0,0
Africa,,3-Feb-20,0,0
Africa,,4-Feb-20,0,0
Africa,,5-Feb-20,0,0
Africa,,6-Feb-20,0,0
Africa,,7-Feb-20,0,0
Africa,,8-Feb-20,0,0
Africa,,9-Feb-20,0,0
Africa,,10-Feb-20,0,0
Africa,,11-Feb-20,0,0
Africa,,12-Feb-20,0,0
Africa,,13-Feb-20,0,0
Africa,,14-Feb-20,0,0
Africa,,15-Feb-20,1,0
Africa,,16-Feb-20,0,0
Africa,,17-Feb-20,0,0
Africa,,18-Feb-20,0,0
Africa,,19-Feb-20,0,0
Africa,,20-Feb-20,0,0
Africa,,21-Feb-20,0,0
Africa,,22-Feb-20,0,0
Africa,,23-Feb-20,0,0
Africa,,24-Feb-20,0,0
Africa,,25-Feb-20,0,0
Africa,,26-Feb-20,1,0
Africa,,27-Feb-20,0,0
Africa,,28-Feb-20,1,0
Africa,,29-Feb-20,0,0
Africa,,1-Mar-20,2,0
Africa,,2-Mar-20,1,0
Africa,,3-Mar-20,3,0
Africa,,4-Mar-20,2,0
Africa,,5-Mar-20,9,0
Africa,,6-Mar-20,9,0
Africa,,7-Mar-20,14,0
Africa,,8-Mar-20,1,0
Africa,,9-Mar-20,39,1
Africa,,10-Mar-20,12,0
Africa,,11-Mar-20,10,0
Africa,,12-Mar-20,13,1
Africa,,13-Mar-20,41,2
Africa,,14-Mar-20,43,1
Africa,,15-Mar-20,37,1
Africa,,16-Mar-20,85,2
Africa,,17-Mar-20,78,0
Africa,,18-Mar-20,92,4
Africa,,19-Mar-20,139,4
Africa,,20-Mar-20,111,1
Africa,,21-Mar-20,231,7
Africa,,22-Mar-20,201,11
Africa,,23-Mar-20,213,9
Africa,,24-Mar-20,349,8
Africa,,25-Mar-20,465,12
Africa,,26-Mar-20,487,8
Africa,,27-Mar-20,588,12
Africa,,28-Mar-20,526,19
Africa,,29-Mar-20,320,21
Africa,,30-Mar-20,505,19
Africa,,31-Mar-20,508,23
Africa,,1-Apr-20,489,23
Africa,,2-Apr-20,622,35
Africa,,3-Apr-20,635,32
Africa,,4-Apr-20,625,49
Africa,,5-Apr-20,932,74
Africa,,6-Apr-20,735,55
Africa,,7-Apr-20,627,43
Africa,,8-Apr-20,722,45
Africa,,9-Apr-20,922,51
Africa,,10-Apr-20,834,57
Africa,,11-Apr-20,672,61
Africa,,12-Apr-20,714,52
Africa,,13-Apr-20,856,46
Africa,,14-Apr-20,769,46
Africa,,15-Apr-20,990,41
Africa,,16-Apr-20,962,35
Africa,,17-Apr-20,1086,54
Africa,,18-Apr-20,1568,51
Africa,,19-Apr-20,1160,41
Africa,,20-Apr-20,1246,63
Africa,,21-Apr-20,964,35
Africa,,22-Apr-20,1350,34
Africa,,23-Apr-20,1069,43
Africa,,24-Apr-20,1535,54
Africa,,25-Apr-20,1854,48
Africa,,26-Apr-20,1241,44
Africa,,27-Apr-20,1432,37
Africa,,28-Apr-20,1414,55
Africa,,29-Apr-20,1770,54
Africa,,30-Apr-20,1803,67
Africa,,1-May-20,2115,44
Africa,,2-May-20,1907,55
Africa,,3-May-20,2019,70
Africa,,4-May-20,1659,39
Africa,,5-May-20,2687,46
Africa,,6-May-20,2086,69
Africa,,7-May-20,2469,97
Africa,,8-May-20,2429,67
Africa,,9-May-20,3730,77
Africa,,10-May-20,2801,68
Africa,,11-May-20,2754,67
Africa,,12-May-20,3119,57
Africa,,13-May-20,2994,56
Africa,,14-May-20,3029,87
Africa,,15-May-20,3146,73
Africa,,16-May-20,2753,71
Africa,,17-May-20,3003,65
Africa,,18-May-20,3381,60
Africa,,19-May-20,3269,72
Africa,,20-May-20,3280,72
Africa,,21-May-20,3620,89
Africa,,22-May-20,4870,108
Africa,,23-May-20,3857,83
Africa,,24-May-20,4439,74
Africa,,25-May-20,3758,82
Africa,,26-May-20,3855,139
Africa,,27-May-20,3917,112
Africa,,28-May-20,4851,101
Africa,,29-May-20,4749,98
Africa,,30-May-20,5868,134
Africa,,31-May-20,6473,148
Africa,,1-Jun-20,5374,151
Africa,,2-Jun-20,5489,122
Africa,,3-Jun-20,4965,151
Africa,,4-Jun-20,4725,88
Africa,,5-Jun-20,7648,160
Africa,,6-Jun-20,7386,161
Africa,,7-Jun-20,6418,129
Africa,,8-Jun-20,5971,138
Africa,,9-Jun-20,6972,175
Africa,,10-Jun-20,6572,171
Africa,,11-Jun-20,6481,154
Africa,,12-Jun-20,7247,173
Africa,,13-Jun-20,8621,256
Africa,,14-Jun-20,8037,194
Albania,ALB,9-Mar-20,2,0
Albania,ALB,10-Mar-20,4,0
Albania,ALB,11-Mar-20,4,0
Albania,ALB,12-Mar-20,1,1
Albania,ALB,13-Mar-20,12,0
Albania,ALB,14-Mar-20,10,0
Albania,ALB,15-Mar-20,5,0
Albania,ALB,16-Mar-20,4,0
Albania,ALB,17-Mar-20,9,0
Albania,ALB,18-Mar-20,4,0
Albania,ALB,19-Mar-20,4,1
Albania,ALB,20-Mar-20,11,0
Albania,ALB,21-Mar-20,0,0
Albania,ALB,22-Mar-20,6,0
Albania,ALB,23-Mar-20,13,0
Albania,ALB,24-Mar-20,11,2
Albania,ALB,25-Mar-20,23,1
Albania,ALB,26-Mar-20,23,0
Albania,ALB,27-Mar-20,28,1
Albania,ALB,28-Mar-20,12,3
Albania,ALB,29-Mar-20,11,1
Albania,ALB,30-Mar-20,15,0
Albania,ALB,31-Mar-20,11,2
Albania,ALB,1-Apr-20,20,3
Albania,ALB,2-Apr-20,16,0
Albania,ALB,3-Apr-20,18,1
Albania,ALB,4-Apr-20,27,1
Albania,ALB,5-Apr-20,29,2
Albania,ALB,6-Apr-20,28,2
Albania,ALB,7-Apr-20,16,1
Albania,ALB,8-Apr-20,6,0
Albania,ALB,9-Apr-20,17,0
Albania,ALB,10-Apr-20,9,1
Albania,ALB,11-Apr-20,7,0
Albania,ALB,12-Apr-20,17,0
Albania,ALB,13-Apr-20,13,0
Albania,ALB,14-Apr-20,21,0
Albania,ALB,15-Apr-20,8,1
Albania,ALB,16-Apr-20,19,1
Albania,ALB,17-Apr-20,24,1
Albania,ALB,18-Apr-20,21,0
Albania,ALB,19-Apr-20,9,0
Albania,ALB,20-Apr-20,14,0
Albania,ALB,21-Apr-20,22,0
Albania,ALB,22-Apr-20,25,0
Albania,ALB,23-Apr-20,25,1
Albania,ALB,24-Apr-20,29,0
Albania,ALB,25-Apr-20,15,0
Albania,ALB,26-Apr-20,34,0
Albania,ALB,27-Apr-20,14,1
Albania,ALB,28-Apr-20,10,0
Albania,ALB,29-Apr-20,14,2
Albania,ALB,30-Apr-20,16,1
Albania,ALB,1-May-20,7,0
Albania,ALB,2-May-20,9,0
Albania,ALB,3-May-20,7,0
Albania,ALB,4-May-20,6,0
Albania,ALB,5-May-20,8,0
Albania,ALB,6-May-20,17,0
Albania,ALB,7-May-20,12,0
Albania,ALB,8-May-20,10,0
Albania,ALB,9-May-20,8,0
Albania,ALB,10-May-20,6,0
Albania,ALB,11-May-20,12,0
Albania,ALB,12-May-20,4,0
Albania,ALB,13-May-20,4,0
Albania,ALB,14-May-20,4,0
Albania,ALB,15-May-20,18,0
Albania,ALB,16-May-20,18,0
Albania,ALB,17-May-20,17,0
Albania,ALB,18-May-20,13,0
Albania,ALB,19-May-20,2,0
Albania,ALB,20-May-20,1,0
Albania,ALB,21-May-20,15,0
Albania,ALB,22-May-20,5,0
Albania,ALB,23-May-20,12,0
Albania,ALB,24-May-20,8,0
Albania,ALB,25-May-20,9,1
Albania,ALB,26-May-20,6,0
Albania,ALB,27-May-20,25,1
Albania,ALB,28-May-20,21,0
Albania,ALB,29-May-20,26,0
Albania,ALB,30-May-20,23,0
Albania,ALB,31-May-20,23,0
Albania,ALB,1-Jun-20,15,0
Albania,ALB,2-Jun-20,6,0
Albania,ALB,3-Jun-20,21,0
Albania,ALB,4-Jun-20,20,0
Albania,ALB,5-Jun-20,13,0
Albania,ALB,6-Jun-20,15,0
Albania,ALB,7-Jun-20,20,1
Albania,ALB,8-Jun-20,14,0
Albania,ALB,9-Jun-20,17,0
Albania,ALB,10-Jun-20,36,0
Albania,ALB,11-Jun-20,42,0
Albania,ALB,12-Jun-20,44,1
Albania,ALB,13-Jun-20,31,1
Albania,ALB,14-Jun-20,48,0
Algeria,DZA,31-Dec-19,0,0
Algeria,DZA,1-Jan-20,0,0
Algeria,DZA,2-Jan-20,0,0
Algeria,DZA,3-Jan-20,0,0
Algeria,DZA,4-Jan-20,0,0
Algeria,DZA,5-Jan-20,0,0
Algeria,DZA,6-Jan-20,0,0
Algeria,DZA,7-Jan-20,0,0
Algeria,DZA,8-Jan-20,0,0
Algeria,DZA,9-Jan-20,0,0
Algeria,DZA,10-Jan-20,0,0
Algeria,DZA,11-Jan-20,0,0
Algeria,DZA,12-Jan-20,0,0
Algeria,DZA,13-Jan-20,0,0
Algeria,DZA,14-Jan-20,0,0
Algeria,DZA,15-Jan-20,0,0
Algeria,DZA,16-Jan-20,0,0
Algeria,DZA,17-Jan-20,0,0
Algeria,DZA,18-Jan-20,0,0
Algeria,DZA,19-Jan-20,0,0
Algeria,DZA,20-Jan-20,0,0
Algeria,DZA,21-Jan-20,0,0
Algeria,DZA,22-Jan-20,0,0
Algeria,DZA,23-Jan-20,0,0
Algeria,DZA,24-Jan-20,0,0
Algeria,DZA,25-Jan-20,0,0
Algeria,DZA,26-Jan-20,0,0
Algeria,DZA,27-Jan-20,0,0
Algeria,DZA,28-Jan-20,0,0
Algeria,DZA,29-Jan-20,0,0
Algeria,DZA,30-Jan-20,0,0
Algeria,DZA,31-Jan-20,0,0
Algeria,DZA,1-Feb-20,0,0
Algeria,DZA,2-Feb-20,0,0
Algeria,DZA,3-Feb-20,0,0
Algeria,DZA,4-Feb-20,0,0
Algeria,DZA,5-Feb-20,0,0
Algeria,DZA,6-Feb-20,0,0
Algeria,DZA,7-Feb-20,0,0
Algeria,DZA,8-Feb-20,0,0
Algeria,DZA,9-Feb-20,0,0
Algeria,DZA,10-Feb-20,0,0
Algeria,DZA,11-Feb-20,0,0
Algeria,DZA,12-Feb-20,0,0
Algeria,DZA,13-Feb-20,0,0
Algeria,DZA,14-Feb-20,0,0
Algeria,DZA,15-Feb-20,0,0
Algeria,DZA,16-Feb-20,0,0
Algeria,DZA,17-Feb-20,0,0
Algeria,DZA,18-Feb-20,0,0
Algeria,DZA,19-Feb-20,0,0
Algeria,DZA,20-Feb-20,0,0
Algeria,DZA,21-Feb-20,0,0
Algeria,DZA,22-Feb-20,0,0
Algeria,DZA,23-Feb-20,0,0
Algeria,DZA,24-Feb-20,0,0
Algeria,DZA,25-Feb-20,0,0
Algeria,DZA,26-Feb-20,1,0
Algeria,DZA,27-Feb-20,0,0
Algeria,DZA,28-Feb-20,0,0
Algeria,DZA,29-Feb-20,0,0
Algeria,DZA,1-Mar-20,2,0
Algeria,DZA,2-Mar-20,0,0
Algeria,DZA,4-Mar-20,2,0
Algeria,DZA,5-Mar-20,7,0
Algeria,DZA,6-Mar-20,5,0
Algeria,DZA,9-Mar-20,3,0
Algeria,DZA,12-Mar-20,0,0
Algeria,DZA,13-Mar-20,5,1
Algeria,DZA,14-Mar-20,1,1
Algeria,DZA,15-Mar-20,11,0
Algeria,DZA,16-Mar-20,11,2
Algeria,DZA,17-Mar-20,10,0
Algeria,DZA,18-Mar-20,2,1
Algeria,DZA,19-Mar-20,12,1
Algeria,DZA,20-Mar-20,18,1
Algeria,DZA,21-Mar-20,12,3
Algeria,DZA,22-Mar-20,37,5
Algeria,DZA,23-Mar-20,62,2
Algeria,DZA,24-Mar-20,29,0
Algeria,DZA,25-Mar-20,34,2
Algeria,DZA,26-Mar-20,38,2
Algeria,DZA,27-Mar-20,65,4
Algeria,DZA,28-Mar-20,42,1
Algeria,DZA,29-Mar-20,45,3
Algeria,DZA,30-Mar-20,57,2
Algeria,DZA,31-Mar-20,73,4
Algeria,DZA,1-Apr-20,132,9
Algeria,DZA,2-Apr-20,131,14
Algeria,DZA,3-Apr-20,139,5
Algeria,DZA,4-Apr-20,185,42
Algeria,DZA,5-Apr-20,80,25
Algeria,DZA,6-Apr-20,69,22
Algeria,DZA,7-Apr-20,103,21
Algeria,DZA,8-Apr-20,45,20
Algeria,DZA,9-Apr-20,104,12
Algeria,DZA,10-Apr-20,94,30
Algeria,DZA,11-Apr-20,95,21
Algeria,DZA,12-Apr-20,64,19
Algeria,DZA,13-Apr-20,89,18
Algeria,DZA,14-Apr-20,69,20
Algeria,DZA,15-Apr-20,87,12
Algeria,DZA,16-Apr-20,90,11
Algeria,DZA,17-Apr-20,108,12
Algeria,DZA,18-Apr-20,150,16
Algeria,DZA,19-Apr-20,117,3
Algeria,DZA,20-Apr-20,94,8
Algeria,DZA,21-Apr-20,89,9
Algeria,DZA,22-Apr-20,93,8
Algeria,DZA,23-Apr-20,99,10
Algeria,DZA,24-Apr-20,97,5
Algeria,DZA,25-Apr-20,120,8
Algeria,DZA,26-Apr-20,129,4
Algeria,DZA,27-Apr-20,126,6
Algeria,DZA,28-Apr-20,135,7
Algeria,DZA,29-Apr-20,132,5
Algeria,DZA,30-Apr-20,199,7
Algeria,DZA,1-May-20,158,6
Algeria,DZA,2-May-20,148,3
Algeria,DZA,3-May-20,141,6
Algeria,DZA,4-May-20,179,4
Algeria,DZA,5-May-20,174,2
Algeria,DZA,6-May-20,190,5
Algeria,DZA,7-May-20,159,6
Algeria,DZA,8-May-20,185,7
Algeria,DZA,9-May-20,187,5
Algeria,DZA,10-May-20,189,6
Algeria,DZA,11-May-20,165,8
Algeria,DZA,12-May-20,168,5
Algeria,DZA,13-May-20,176,8
Algeria,DZA,14-May-20,186,7
Algeria,DZA,15-May-20,189,7
Algeria,DZA,16-May-20,187,7
Algeria,DZA,17-May-20,192,6
Algeria,DZA,18-May-20,198,6
Algeria,DZA,19-May-20,182,7
Algeria,DZA,20-May-20,176,6
Algeria,DZA,21-May-20,165,7
Algeria,DZA,22-May-20,186,7
Algeria,DZA,23-May-20,190,7
Algeria,DZA,24-May-20,195,10
Algeria,DZA,25-May-20,193,8
Algeria,DZA,26-May-20,197,9
Algeria,DZA,27-May-20,194,8
Algeria,DZA,28-May-20,160,6
Algeria,DZA,29-May-20,140,7
Algeria,DZA,30-May-20,137,8
Algeria,DZA,31-May-20,133,8
Algeria,DZA,1-Jun-20,127,7
Algeria,DZA,2-Jun-20,119,8
Algeria,DZA,3-Jun-20,113,6
Algeria,DZA,4-Jun-20,0,0
Algeria,DZA,5-Jun-20,205,14
Algeria,DZA,6-Jun-20,104,9
Algeria,DZA,7-Jun-20,115,8
Algeria,DZA,8-Jun-20,104,9
Algeria,DZA,9-Jun-20,111,8
Algeria,DZA,10-Jun-20,117,9
Algeria,DZA,11-Jun-20,102,8
Algeria,DZA,12-Jun-20,105,9
Algeria,DZA,13-Jun-20,109,10
Algeria,DZA,14-Jun-20,112,9
Andorra,AND,3-Mar-20,1,0
Andorra,AND,14-Mar-20,1,0
Andorra,AND,16-Mar-20,3,0
Andorra,AND,17-Mar-20,9,0
Andorra,AND,18-Mar-20,0,0
Andorra,AND,19-Mar-20,39,0
Andorra,AND,20-Mar-20,22,0
Andorra,AND,21-Mar-20,0,0
Andorra,AND,22-Mar-20,13,0
Andorra,AND,23-Mar-20,25,0
Andorra,AND,24-Mar-20,20,0
Andorra,AND,25-Mar-20,31,0
Andorra,AND,26-Mar-20,24,0
Andorra,AND,27-Mar-20,36,3
Andorra,AND,28-Mar-20,43,0
Andorra,AND,29-Mar-20,41,1
Andorra,AND,30-Mar-20,26,2
Andorra,AND,31-Mar-20,36,2
Andorra,AND,1-Apr-20,6,4
Andorra,AND,2-Apr-20,14,2
Andorra,AND,3-Apr-20,38,1
Andorra,AND,4-Apr-20,11,1
Andorra,AND,5-Apr-20,27,1
Andorra,AND,6-Apr-20,35,1
Andorra,AND,7-Apr-20,25,3
Andorra,AND,8-Apr-20,19,1
Andorra,AND,9-Apr-20,19,1
Andorra,AND,10-Apr-20,19,2
Andorra,AND,11-Apr-20,18,1
Andorra,AND,12-Apr-20,21,2
Andorra,AND,13-Apr-20,16,1
Andorra,AND,14-Apr-20,8,0
Andorra,AND,15-Apr-20,13,2
Andorra,AND,16-Apr-20,14,2
Andorra,AND,17-Apr-20,9,0
Andorra,AND,18-Apr-20,14,2
Andorra,AND,19-Apr-20,8,0
Andorra,AND,20-Apr-20,9,1
Andorra,AND,21-Apr-20,4,0
Andorra,AND,22-Apr-20,0,1
Andorra,AND,23-Apr-20,6,0
Andorra,AND,24-Apr-20,1,0
Andorra,AND,25-Apr-20,7,3
Andorra,AND,26-Apr-20,2,0
Andorra,AND,27-Apr-20,7,0
Andorra,AND,28-Apr-20,3,0
Andorra,AND,29-Apr-20,0,1
Andorra,AND,30-Apr-20,0,1
Andorra,AND,1-May-20,2,0
Andorra,AND,2-May-20,1,1
Andorra,AND,3-May-20,1,1
Andorra,AND,4-May-20,1,1
Andorra,AND,5-May-20,2,0
Andorra,AND,6-May-20,1,1
Andorra,AND,7-May-20,0,0
Andorra,AND,8-May-20,1,1
Andorra,AND,9-May-20,0,0
Andorra,AND,10-May-20,2,1
Andorra,AND,11-May-20,1,0
Andorra,AND,12-May-20,1,0
Andorra,AND,13-May-20,2,0
Andorra,AND,14-May-20,2,1
Andorra,AND,15-May-20,1,0
Andorra,AND,16-May-20,0,0
Andorra,AND,17-May-20,0,2
Andorra,AND,18-May-20,0,0
Andorra,AND,19-May-20,0,0
Andorra,AND,20-May-20,0,0
Andorra,AND,21-May-20,1,0
Andorra,AND,22-May-20,0,0
Andorra,AND,23-May-20,0,0
Andorra,AND,24-May-20,0,0
Andorra,AND,25-May-20,1,0
Andorra,AND,26-May-20,0,0
Andorra,AND,27-May-20,0,0
Andorra,AND,28-May-20,0,0
Andorra,AND,29-May-20,0,0
Andorra,AND,30-May-20,1,0
Andorra,AND,31-May-20,0,0
Andorra,AND,1-Jun-20,0,0
Andorra,AND,2-Jun-20,1,0
Andorra,AND,3-Jun-20,79,0
Andorra,AND,4-Jun-20,7,0
Andorra,AND,5-Jun-20,1,0
Andorra,AND,6-Jun-20,0,0
Andorra,AND,7-Jun-20,0,0
Andorra,AND,8-Jun-20,0,0
Andorra,AND,9-Jun-20,0,0
Andorra,AND,10-Jun-20,0,0
Andorra,AND,11-Jun-20,0,0
Andorra,AND,12-Jun-20,0,0
Andorra,AND,13-Jun-20,1,0
Andorra,AND,14-Jun-20,0,0
Angola,AGO,22-Mar-20,2,0
Angola,AGO,23-Mar-20,0,0
Angola,AGO,24-Mar-20,0,0
Angola,AGO,25-Mar-20,0,0
Angola,AGO,26-Mar-20,0,0
Angola,AGO,27-Mar-20,1,0
Angola,AGO,28-Mar-20,1,0
Angola,AGO,29-Mar-20,0,0
Angola,AGO,30-Mar-20,3,2
Angola,AGO,31-Mar-20,0,0
Angola,AGO,1-Apr-20,0,0
Angola,AGO,2-Apr-20,1,0
Angola,AGO,3-Apr-20,0,0
Angola,AGO,4-Apr-20,0,0
Angola,AGO,5-Apr-20,2,0
Angola,AGO,6-Apr-20,4,0
Angola,AGO,7-Apr-20,2,0
Angola,AGO,8-Apr-20,1,0
Angola,AGO,9-Apr-20,2,0
Angola,AGO,10-Apr-20,0,0
Angola,AGO,11-Apr-20,0,0
Angola,AGO,12-Apr-20,0,0
Angola,AGO,13-Apr-20,0,0
Angola,AGO,14-Apr-20,0,0
Angola,AGO,15-Apr-20,0,0
Angola,AGO,16-Apr-20,0,0
Angola,AGO,17-Apr-20,0,0
Angola,AGO,18-Apr-20,0,0
